Sr2,5s1/2,,,
Wavelength,alpha_0,     Uncertainty,alpha_2,     Uncertainty
1128.93100,104.55,0.82,0.00,0.00
1128.95100,104.55,0.82,0.00,0.00
1128.97100,104.55,0.82,0.00,0.00
1128.99100,104.55,0.82,0.00,0.00
1129.01100,104.55,0.82,0.00,0.00
1129.03100,104.55,0.82,0.00,0.00
1129.05100,104.55,0.82,0.00,0.00
1129.07100,104.54,0.82,0.00,0.00
1129.09100,104.54,0.82,0.00,0.00
1129.11100,104.54,0.82,0.00,0.00
1129.13100,104.54,0.82,0.00,0.00
1129.15100,104.54,0.82,0.00,0.00
1129.17100,104.54,0.82,0.00,0.00
1129.19100,104.54,0.82,0.00,0.00
1129.21100,104.54,0.82,0.00,0.00
1129.23100,104.54,0.82,0.00,0.00
1129.25100,104.54,0.82,0.00,0.00
1129.27100,104.54,0.82,0.00,0.00
1129.29100,104.54,0.82,0.00,0.00
1129.31100,104.54,0.82,0.00,0.00
1129.33100,104.54,0.82,0.00,0.00
1129.35100,104.54,0.82,0.00,0.00
1129.37100,104.54,0.82,0.00,0.00
1129.39100,104.54,0.82,0.00,0.00
1129.41100,104.54,0.82,0.00,0.00
1129.43100,104.53,0.82,0.00,0.00
1129.45100,104.53,0.82,0.00,0.00
1129.47100,104.53,0.82,0.00,0.00
1129.49100,104.53,0.82,0.00,0.00
1129.51100,104.53,0.82,0.00,0.00
1129.53100,104.53,0.82,0.00,0.00
1129.55100,104.53,0.82,0.00,0.00
1129.57100,104.53,0.82,0.00,0.00
1129.59100,104.53,0.82,0.00,0.00
1129.61100,104.53,0.82,0.00,0.00
1129.63100,104.53,0.82,0.00,0.00
1129.65100,104.53,0.82,0.00,0.00
1129.67100,104.53,0.82,0.00,0.00
1129.69100,104.53,0.82,0.00,0.00
1129.71100,104.53,0.82,0.00,0.00
1129.73100,104.53,0.82,0.00,0.00
1129.75100,104.53,0.82,0.00,0.00
1129.77100,104.53,0.82,0.00,0.00
1129.79100,104.53,0.82,0.00,0.00
1129.81100,104.52,0.82,0.00,0.00
1129.83100,104.52,0.82,0.00,0.00
1129.85100,104.52,0.82,0.00,0.00
1129.87100,104.52,0.82,0.00,0.00
1129.89100,104.52,0.82,0.00,0.00
1129.91100,104.52,0.82,0.00,0.00
1129.93100,104.52,0.82,0.00,0.00
1129.95100,104.52,0.82,0.00,0.00
1129.97100,104.52,0.82,0.00,0.00
1129.99100,104.52,0.82,0.00,0.00
1130.01100,104.52,0.82,0.00,0.00
1130.03100,104.52,0.82,0.00,0.00
1130.05100,104.52,0.82,0.00,0.00
1130.07100,104.52,0.82,0.00,0.00
1130.09100,104.52,0.82,0.00,0.00
1130.11100,104.52,0.82,0.00,0.00
1130.13100,104.52,0.82,0.00,0.00
1130.15100,104.52,0.82,0.00,0.00
1130.17100,104.51,0.82,0.00,0.00
1130.19100,104.51,0.82,0.00,0.00
1130.21100,104.51,0.82,0.00,0.00
1130.23100,104.51,0.82,0.00,0.00
1130.25100,104.51,0.82,0.00,0.00
1130.27100,104.51,0.82,0.00,0.00
1130.29100,104.51,0.82,0.00,0.00
1130.31100,104.51,0.82,0.00,0.00
1130.33100,104.51,0.82,0.00,0.00
1130.35100,104.51,0.82,0.00,0.00
1130.37100,104.51,0.82,0.00,0.00
1130.39100,104.51,0.82,0.00,0.00
1130.41100,104.51,0.82,0.00,0.00
1130.43100,104.51,0.82,0.00,0.00
1130.45100,104.51,0.82,0.00,0.00
1130.47100,104.51,0.82,0.00,0.00
1130.49100,104.51,0.82,0.00,0.00
1130.51100,104.51,0.82,0.00,0.00
1130.53100,104.51,0.82,0.00,0.00
1130.55100,104.50,0.82,0.00,0.00
1130.57100,104.50,0.82,0.00,0.00
1130.59100,104.50,0.82,0.00,0.00
1130.61100,104.50,0.82,0.00,0.00
1130.63100,104.50,0.82,0.00,0.00
1130.65100,104.50,0.82,0.00,0.00
1130.67100,104.50,0.82,0.00,0.00
1130.69100,104.50,0.82,0.00,0.00
1130.71100,104.50,0.82,0.00,0.00
1130.73100,104.50,0.82,0.00,0.00
1130.75100,104.50,0.82,0.00,0.00
1130.77100,104.50,0.82,0.00,0.00
1130.79100,104.50,0.82,0.00,0.00
1130.81100,104.50,0.82,0.00,0.00
1130.83100,104.50,0.82,0.00,0.00
1130.85100,104.50,0.82,0.00,0.00
1130.87100,104.50,0.82,0.00,0.00
1130.89100,104.50,0.82,0.00,0.00
1130.91100,104.49,0.82,0.00,0.00
1130.93100,104.49,0.82,0.00,0.00
1130.95100,104.49,0.82,0.00,0.00
1130.97100,104.49,0.82,0.00,0.00
1130.99100,104.49,0.82,0.00,0.00
1131.01100,104.49,0.82,0.00,0.00
1131.03100,104.49,0.82,0.00,0.00
1131.05100,104.49,0.82,0.00,0.00
1131.07100,104.49,0.82,0.00,0.00
1131.09100,104.49,0.82,0.00,0.00
1131.11100,104.49,0.82,0.00,0.00
1131.13100,104.49,0.82,0.00,0.00
1131.15100,104.49,0.82,0.00,0.00
1131.17100,104.49,0.82,0.00,0.00
1131.19100,104.49,0.82,0.00,0.00
1131.21100,104.49,0.82,0.00,0.00
1131.23100,104.49,0.82,0.00,0.00
1131.25100,104.49,0.82,0.00,0.00
1131.27100,104.49,0.82,0.00,0.00
1131.29100,104.48,0.82,0.00,0.00
1131.31100,104.48,0.82,0.00,0.00
1131.33100,104.48,0.82,0.00,0.00
1131.35100,104.48,0.82,0.00,0.00
1131.37100,104.48,0.82,0.00,0.00
1131.39100,104.48,0.82,0.00,0.00
1131.41100,104.48,0.82,0.00,0.00
1131.43100,104.48,0.82,0.00,0.00
1131.45100,104.48,0.82,0.00,0.00
1131.47100,104.48,0.82,0.00,0.00
1131.49100,104.48,0.82,0.00,0.00
1131.51100,104.48,0.82,0.00,0.00
1131.53100,104.48,0.82,0.00,0.00
1131.55100,104.48,0.82,0.00,0.00
1131.57100,104.48,0.82,0.00,0.00
1131.59100,104.48,0.82,0.00,0.00
1131.61100,104.48,0.82,0.00,0.00
1131.63100,104.48,0.82,0.00,0.00
1131.65100,104.48,0.82,0.00,0.00
1131.67100,104.47,0.82,0.00,0.00
1131.69100,104.47,0.82,0.00,0.00
1131.71100,104.47,0.82,0.00,0.00
1131.73100,104.47,0.82,0.00,0.00
1131.75100,104.47,0.82,0.00,0.00
1131.77100,104.47,0.82,0.00,0.00
1131.79100,104.47,0.82,0.00,0.00
1131.81100,104.47,0.82,0.00,0.00
1131.83100,104.47,0.82,0.00,0.00
1131.85100,104.47,0.82,0.00,0.00
1131.87100,104.47,0.82,0.00,0.00
1131.89100,104.47,0.82,0.00,0.00
1131.91100,104.47,0.82,0.00,0.00
1131.93100,104.47,0.82,0.00,0.00
1131.95100,104.47,0.82,0.00,0.00
1131.97100,104.47,0.82,0.00,0.00
1131.99100,104.47,0.82,0.00,0.00
1132.01100,104.47,0.82,0.00,0.00
1132.03100,104.46,0.82,0.00,0.00
1132.05100,104.46,0.82,0.00,0.00
1132.07100,104.46,0.82,0.00,0.00
1132.09100,104.46,0.82,0.00,0.00
1132.11100,104.46,0.82,0.00,0.00
1132.13100,104.46,0.82,0.00,0.00
1132.15100,104.46,0.82,0.00,0.00
1132.17100,104.46,0.82,0.00,0.00
1132.19100,104.46,0.82,0.00,0.00
1132.21100,104.46,0.82,0.00,0.00
1132.23100,104.46,0.82,0.00,0.00
1132.25100,104.46,0.82,0.00,0.00
1132.27100,104.46,0.82,0.00,0.00
1132.29100,104.46,0.82,0.00,0.00
1132.31100,104.46,0.82,0.00,0.00
1132.33100,104.46,0.82,0.00,0.00
1132.35100,104.46,0.82,0.00,0.00
1132.37100,104.46,0.82,0.00,0.00
1132.39100,104.46,0.82,0.00,0.00
1132.41100,104.45,0.82,0.00,0.00
1132.43100,104.45,0.82,0.00,0.00
1132.45100,104.45,0.82,0.00,0.00
1132.47100,104.45,0.82,0.00,0.00
1132.49100,104.45,0.82,0.00,0.00
1132.51100,104.45,0.82,0.00,0.00
1132.53100,104.45,0.82,0.00,0.00
1132.55100,104.45,0.82,0.00,0.00
1132.57100,104.45,0.82,0.00,0.00
1132.59100,104.45,0.82,0.00,0.00
1132.61100,104.45,0.82,0.00,0.00
1132.63100,104.45,0.82,0.00,0.00
1132.65100,104.45,0.82,0.00,0.00
1132.67100,104.45,0.82,0.00,0.00
1132.69100,104.45,0.82,0.00,0.00
1132.71100,104.45,0.82,0.00,0.00
1132.73100,104.45,0.82,0.00,0.00
1132.75100,104.45,0.82,0.00,0.00
1132.77100,104.45,0.82,0.00,0.00
1132.79100,104.44,0.82,0.00,0.00
1132.81100,104.44,0.82,0.00,0.00
1132.83100,104.44,0.82,0.00,0.00
1132.85100,104.44,0.82,0.00,0.00
1132.87100,104.44,0.82,0.00,0.00
1132.89100,104.44,0.82,0.00,0.00
1132.91100,104.44,0.82,0.00,0.00
1132.93100,104.44,0.82,0.00,0.00
1132.95100,104.44,0.82,0.00,0.00
1132.97100,104.44,0.82,0.00,0.00
1132.99100,104.44,0.82,0.00,0.00
1133.01100,104.44,0.82,0.00,0.00
1133.03100,104.44,0.82,0.00,0.00
1133.05100,104.44,0.82,0.00,0.00
1133.07100,104.44,0.82,0.00,0.00
1133.09100,104.44,0.82,0.00,0.00
1133.11100,104.44,0.82,0.00,0.00
1133.13100,104.44,0.82,0.00,0.00
1133.15100,104.43,0.82,0.00,0.00
1133.17100,104.43,0.82,0.00,0.00
1133.19100,104.43,0.82,0.00,0.00
1133.21100,104.43,0.82,0.00,0.00
1133.23100,104.43,0.82,0.00,0.00
1133.25100,104.43,0.82,0.00,0.00
1133.27100,104.43,0.82,0.00,0.00
1133.29100,104.43,0.82,0.00,0.00
1133.31100,104.43,0.82,0.00,0.00
1133.33100,104.43,0.82,0.00,0.00
1133.35100,104.43,0.82,0.00,0.00
1133.37100,104.43,0.82,0.00,0.00
1133.39100,104.43,0.82,0.00,0.00
1133.41100,104.43,0.82,0.00,0.00
1133.43100,104.43,0.82,0.00,0.00
1133.45100,104.43,0.82,0.00,0.00
1133.47100,104.43,0.82,0.00,0.00
1133.49100,104.43,0.82,0.00,0.00
1133.51100,104.43,0.82,0.00,0.00
1133.53100,104.42,0.82,0.00,0.00
1133.55100,104.42,0.82,0.00,0.00
1133.57100,104.42,0.82,0.00,0.00
1133.59100,104.42,0.82,0.00,0.00
1133.61100,104.42,0.82,0.00,0.00
1133.63100,104.42,0.82,0.00,0.00
1133.65100,104.42,0.82,0.00,0.00
1133.67100,104.42,0.82,0.00,0.00
1133.69100,104.42,0.82,0.00,0.00
1133.71100,104.42,0.82,0.00,0.00
1133.73100,104.42,0.82,0.00,0.00
1133.75100,104.42,0.82,0.00,0.00
1133.77100,104.42,0.82,0.00,0.00
1133.79100,104.42,0.82,0.00,0.00
1133.81100,104.42,0.82,0.00,0.00
1133.83100,104.42,0.82,0.00,0.00
1133.85100,104.42,0.82,0.00,0.00
1133.87100,104.42,0.82,0.00,0.00
1133.89100,104.42,0.82,0.00,0.00
1133.91100,104.41,0.82,0.00,0.00
1133.93100,104.41,0.82,0.00,0.00
1133.95100,104.41,0.82,0.00,0.00
1133.97100,104.41,0.82,0.00,0.00
1133.99100,104.41,0.82,0.00,0.00
1134.01100,104.41,0.82,0.00,0.00
1134.03100,104.41,0.82,0.00,0.00
1134.05100,104.41,0.82,0.00,0.00
1134.07100,104.41,0.82,0.00,0.00
1134.09100,104.41,0.82,0.00,0.00
1134.11100,104.41,0.82,0.00,0.00
1134.13100,104.41,0.82,0.00,0.00
1134.15100,104.41,0.82,0.00,0.00
1134.17100,104.41,0.82,0.00,0.00
1134.19100,104.41,0.82,0.00,0.00
1134.21100,104.41,0.82,0.00,0.00
1134.23100,104.41,0.82,0.00,0.00
1134.25100,104.41,0.82,0.00,0.00
1134.27100,104.41,0.82,0.00,0.00
1134.29100,104.40,0.82,0.00,0.00
1134.31100,104.40,0.82,0.00,0.00
1134.33100,104.40,0.82,0.00,0.00
1134.35100,104.40,0.82,0.00,0.00
1134.37100,104.40,0.82,0.00,0.00
1134.39100,104.40,0.82,0.00,0.00
1134.41100,104.40,0.82,0.00,0.00
1134.43100,104.40,0.82,0.00,0.00
1134.45100,104.40,0.82,0.00,0.00
1134.47100,104.40,0.82,0.00,0.00
1134.49100,104.40,0.82,0.00,0.00
1134.51100,104.40,0.82,0.00,0.00
1134.53100,104.40,0.82,0.00,0.00
1134.55100,104.40,0.82,0.00,0.00
1134.57100,104.40,0.82,0.00,0.00
1134.59100,104.40,0.82,0.00,0.00
1134.61100,104.40,0.82,0.00,0.00
1134.63100,104.40,0.82,0.00,0.00
1134.65100,104.40,0.82,0.00,0.00
1134.67100,104.39,0.82,0.00,0.00
1134.69100,104.39,0.82,0.00,0.00
1134.71100,104.39,0.82,0.00,0.00
1134.73100,104.39,0.82,0.00,0.00
1134.75100,104.39,0.82,0.00,0.00
1134.77100,104.39,0.82,0.00,0.00
1134.79100,104.39,0.82,0.00,0.00
1134.81100,104.39,0.82,0.00,0.00
1134.83100,104.39,0.82,0.00,0.00
1134.85100,104.39,0.82,0.00,0.00
1134.87100,104.39,0.82,0.00,0.00
1134.89100,104.39,0.82,0.00,0.00
1134.91100,104.39,0.82,0.00,0.00
1134.93100,104.39,0.82,0.00,0.00
1134.95100,104.39,0.82,0.00,0.00
1134.97100,104.39,0.82,0.00,0.00
1134.99100,104.39,0.82,0.00,0.00
1135.01100,104.39,0.82,0.00,0.00
1135.03100,104.38,0.82,0.00,0.00
1135.05100,104.38,0.82,0.00,0.00
1135.07100,104.38,0.82,0.00,0.00
1135.09100,104.38,0.82,0.00,0.00
1135.11100,104.38,0.82,0.00,0.00
1135.13100,104.38,0.82,0.00,0.00
1135.15100,104.38,0.82,0.00,0.00
1135.17100,104.38,0.82,0.00,0.00
1135.19100,104.38,0.82,0.00,0.00
1135.21100,104.38,0.82,0.00,0.00
1135.23100,104.38,0.82,0.00,0.00
1135.25100,104.38,0.82,0.00,0.00
1135.27100,104.38,0.82,0.00,0.00
1135.29100,104.38,0.82,0.00,0.00
1135.31100,104.38,0.82,0.00,0.00
1135.33100,104.38,0.82,0.00,0.00
1135.35100,104.38,0.82,0.00,0.00
1135.37100,104.38,0.82,0.00,0.00
1135.39100,104.38,0.82,0.00,0.00
1135.41100,104.37,0.82,0.00,0.00
1135.43100,104.37,0.82,0.00,0.00
1135.45100,104.37,0.82,0.00,0.00
1135.47100,104.37,0.82,0.00,0.00
1135.49100,104.37,0.82,0.00,0.00
1135.51100,104.37,0.82,0.00,0.00
1135.53100,104.37,0.82,0.00,0.00
1135.55100,104.37,0.82,0.00,0.00
1135.57100,104.37,0.82,0.00,0.00
1135.59100,104.37,0.82,0.00,0.00
1135.61100,104.37,0.82,0.00,0.00
1135.63100,104.37,0.82,0.00,0.00
1135.65100,104.37,0.82,0.00,0.00
1135.67100,104.37,0.82,0.00,0.00
1135.69100,104.37,0.82,0.00,0.00
1135.71100,104.37,0.82,0.00,0.00
1135.73100,104.37,0.82,0.00,0.00
1135.75100,104.37,0.82,0.00,0.00
1135.77100,104.37,0.82,0.00,0.00
1135.79100,104.36,0.82,0.00,0.00
1135.81100,104.36,0.82,0.00,0.00
1135.83100,104.36,0.82,0.00,0.00
1135.85100,104.36,0.82,0.00,0.00
1135.87100,104.36,0.82,0.00,0.00
1135.89100,104.36,0.82,0.00,0.00
1135.91100,104.36,0.82,0.00,0.00
1135.93100,104.36,0.82,0.00,0.00
1135.95100,104.36,0.82,0.00,0.00
1135.97100,104.36,0.82,0.00,0.00
1135.99100,104.36,0.82,0.00,0.00
1136.01100,104.36,0.82,0.00,0.00
1136.03100,104.36,0.82,0.00,0.00
1136.05100,104.36,0.82,0.00,0.00
1136.07100,104.36,0.82,0.00,0.00
1136.09100,104.36,0.82,0.00,0.00
1136.11100,104.36,0.82,0.00,0.00
1136.13100,104.36,0.82,0.00,0.00
1136.15100,104.36,0.82,0.00,0.00
1136.17100,104.35,0.82,0.00,0.00
1136.19100,104.35,0.82,0.00,0.00
1136.21100,104.35,0.82,0.00,0.00
1136.23100,104.35,0.82,0.00,0.00
1136.25100,104.35,0.82,0.00,0.00
1136.27100,104.35,0.82,0.00,0.00
1136.29100,104.35,0.82,0.00,0.00
1136.31100,104.35,0.82,0.00,0.00
1136.33100,104.35,0.82,0.00,0.00
1136.35100,104.35,0.82,0.00,0.00
1136.37100,104.35,0.82,0.00,0.00
1136.39100,104.35,0.82,0.00,0.00
1136.41100,104.35,0.82,0.00,0.00
1136.43100,104.35,0.82,0.00,0.00
1136.45100,104.35,0.82,0.00,0.00
1136.47100,104.35,0.82,0.00,0.00
1136.49100,104.35,0.82,0.00,0.00
1136.51100,104.35,0.82,0.00,0.00
1136.53100,104.35,0.82,0.00,0.00
1136.55100,104.34,0.82,0.00,0.00
1136.57100,104.34,0.82,0.00,0.00
1136.59100,104.34,0.82,0.00,0.00
1136.61100,104.34,0.82,0.00,0.00
1136.63100,104.34,0.82,0.00,0.00
1136.65100,104.34,0.82,0.00,0.00
1136.67100,104.34,0.82,0.00,0.00
1136.69100,104.34,0.82,0.00,0.00
1136.71100,104.34,0.82,0.00,0.00
1136.73100,104.34,0.82,0.00,0.00
1136.75100,104.34,0.82,0.00,0.00
1136.77100,104.34,0.82,0.00,0.00
1136.79100,104.34,0.82,0.00,0.00
1136.81100,104.34,0.82,0.00,0.00
1136.83100,104.34,0.82,0.00,0.00
1136.85100,104.34,0.82,0.00,0.00
1136.87100,104.34,0.82,0.00,0.00
1136.89100,104.34,0.82,0.00,0.00
1136.91100,104.34,0.82,0.00,0.00
1136.93100,104.33,0.82,0.00,0.00
1136.95100,104.33,0.82,0.00,0.00
1136.97100,104.33,0.82,0.00,0.00
1136.99100,104.33,0.82,0.00,0.00
1137.01100,104.33,0.82,0.00,0.00
1137.03100,104.33,0.82,0.00,0.00
1137.05100,104.33,0.82,0.00,0.00
1137.07100,104.33,0.82,0.00,0.00
1137.09100,104.33,0.82,0.00,0.00
1137.11100,104.33,0.82,0.00,0.00
1137.13100,104.33,0.82,0.00,0.00
1137.15100,104.33,0.82,0.00,0.00
1137.17100,104.33,0.82,0.00,0.00
1137.19100,104.33,0.82,0.00,0.00
1137.21100,104.33,0.82,0.00,0.00
1137.23100,104.33,0.82,0.00,0.00
1137.25100,104.33,0.82,0.00,0.00
1137.27100,104.33,0.82,0.00,0.00
1137.29100,104.33,0.82,0.00,0.00
1137.31100,104.32,0.82,0.00,0.00
1137.33100,104.32,0.82,0.00,0.00
1137.35100,104.32,0.82,0.00,0.00
1137.37100,104.32,0.82,0.00,0.00
1137.39100,104.32,0.82,0.00,0.00
1137.41100,104.32,0.82,0.00,0.00
1137.43100,104.32,0.82,0.00,0.00
1137.45100,104.32,0.82,0.00,0.00
1137.47100,104.32,0.82,0.00,0.00
1137.49100,104.32,0.82,0.00,0.00
1137.51100,104.32,0.82,0.00,0.00
1137.53100,104.32,0.82,0.00,0.00
1137.55100,104.32,0.82,0.00,0.00
1137.57100,104.32,0.82,0.00,0.00
1137.59100,104.32,0.82,0.00,0.00
1137.61100,104.32,0.82,0.00,0.00
1137.63100,104.32,0.82,0.00,0.00
1137.65100,104.32,0.82,0.00,0.00
1137.67100,104.32,0.82,0.00,0.00
1137.69100,104.31,0.82,0.00,0.00
1137.71100,104.31,0.82,0.00,0.00
1137.73100,104.31,0.82,0.00,0.00
1137.75100,104.31,0.82,0.00,0.00
1137.77100,104.31,0.82,0.00,0.00
1137.79100,104.31,0.82,0.00,0.00
1137.81100,104.31,0.82,0.00,0.00
1137.83100,104.31,0.82,0.00,0.00
1137.85100,104.31,0.82,0.00,0.00
1137.87100,104.31,0.82,0.00,0.00
1137.89100,104.31,0.82,0.00,0.00
1137.91100,104.31,0.82,0.00,0.00
1137.93100,104.31,0.82,0.00,0.00
1137.95100,104.31,0.82,0.00,0.00
1137.97100,104.31,0.82,0.00,0.00
1137.99100,104.31,0.82,0.00,0.00
1138.01100,104.31,0.82,0.00,0.00
1138.03100,104.31,0.82,0.00,0.00
1138.05100,104.31,0.82,0.00,0.00
1138.07100,104.30,0.82,0.00,0.00
1138.09100,104.30,0.82,0.00,0.00
1138.11100,104.30,0.82,0.00,0.00
1138.13100,104.30,0.82,0.00,0.00
1138.15100,104.30,0.82,0.00,0.00
1138.17100,104.30,0.82,0.00,0.00
1138.19100,104.30,0.82,0.00,0.00
1138.21100,104.30,0.82,0.00,0.00
1138.23100,104.30,0.82,0.00,0.00
1138.25100,104.30,0.82,0.00,0.00
1138.27100,104.30,0.82,0.00,0.00
1138.29100,104.30,0.82,0.00,0.00
1138.31100,104.30,0.82,0.00,0.00
1138.33100,104.30,0.82,0.00,0.00
1138.35100,104.30,0.82,0.00,0.00
1138.37100,104.30,0.82,0.00,0.00
1138.39100,104.30,0.82,0.00,0.00
1138.41100,104.30,0.82,0.00,0.00
1138.43100,104.30,0.82,0.00,0.00
1138.45100,104.29,0.82,0.00,0.00
1138.47100,104.29,0.82,0.00,0.00
1138.49100,104.29,0.82,0.00,0.00
1138.51100,104.29,0.82,0.00,0.00
1138.53100,104.29,0.82,0.00,0.00
1138.55100,104.29,0.82,0.00,0.00
1138.57100,104.29,0.82,0.00,0.00
1138.59100,104.29,0.82,0.00,0.00
1138.61100,104.29,0.82,0.00,0.00
1138.63100,104.29,0.82,0.00,0.00
1138.65100,104.29,0.82,0.00,0.00
1138.67100,104.29,0.82,0.00,0.00
1138.69100,104.29,0.82,0.00,0.00
1138.71100,104.29,0.82,0.00,0.00
1138.73100,104.29,0.82,0.00,0.00
1138.75100,104.29,0.82,0.00,0.00
1138.77100,104.29,0.82,0.00,0.00
1138.79100,104.29,0.82,0.00,0.00
1138.81100,104.29,0.82,0.00,0.00
1138.83100,104.28,0.82,0.00,0.00
1138.85100,104.28,0.82,0.00,0.00
1138.87100,104.28,0.82,0.00,0.00
1138.89100,104.28,0.82,0.00,0.00
1138.91100,104.28,0.82,0.00,0.00
1138.93100,104.28,0.82,0.00,0.00
1138.95100,104.28,0.82,0.00,0.00
1138.97100,104.28,0.82,0.00,0.00
1138.99100,104.28,0.82,0.00,0.00
1139.01100,104.28,0.82,0.00,0.00
1139.03100,104.28,0.82,0.00,0.00
1139.05100,104.28,0.82,0.00,0.00
1139.07100,104.28,0.82,0.00,0.00
1139.09100,104.28,0.82,0.00,0.00
1139.11100,104.28,0.82,0.00,0.00
1139.13100,104.28,0.82,0.00,0.00
1139.15100,104.28,0.82,0.00,0.00
1139.17100,104.28,0.82,0.00,0.00
1139.19100,104.28,0.82,0.00,0.00
1139.21100,104.27,0.82,0.00,0.00
1139.23100,104.27,0.82,0.00,0.00
1139.25100,104.27,0.82,0.00,0.00
1139.27100,104.27,0.82,0.00,0.00
1139.29100,104.27,0.82,0.00,0.00
1139.31100,104.27,0.82,0.00,0.00
1139.33100,104.27,0.82,0.00,0.00
1139.35100,104.27,0.82,0.00,0.00
1139.37100,104.27,0.82,0.00,0.00
1139.39100,104.27,0.82,0.00,0.00
1139.41100,104.27,0.82,0.00,0.00
1139.43100,104.27,0.82,0.00,0.00
1139.45100,104.27,0.82,0.00,0.00
1139.47100,104.27,0.82,0.00,0.00
1139.49100,104.27,0.82,0.00,0.00
1139.51100,104.27,0.82,0.00,0.00
1139.53100,104.27,0.82,0.00,0.00
1139.55100,104.27,0.82,0.00,0.00
1139.57100,104.27,0.82,0.00,0.00
1139.59100,104.26,0.82,0.00,0.00
1139.61100,104.26,0.82,0.00,0.00
1139.63100,104.26,0.82,0.00,0.00
1139.65100,104.26,0.82,0.00,0.00
1139.67100,104.26,0.82,0.00,0.00
1139.69100,104.26,0.82,0.00,0.00
1139.71100,104.26,0.82,0.00,0.00
1139.73100,104.26,0.82,0.00,0.00
1139.75100,104.26,0.82,0.00,0.00
1139.77100,104.26,0.82,0.00,0.00
1139.79100,104.26,0.82,0.00,0.00
1139.81100,104.26,0.82,0.00,0.00
1139.83100,104.26,0.82,0.00,0.00
1139.85100,104.26,0.82,0.00,0.00
1139.87100,104.26,0.82,0.00,0.00
1139.89100,104.26,0.82,0.00,0.00
1139.91100,104.26,0.82,0.00,0.00
1139.93100,104.26,0.82,0.00,0.00
1139.95100,104.26,0.82,0.00,0.00
1139.97100,104.25,0.82,0.00,0.00
1139.99100,104.25,0.82,0.00,0.00
1140.01100,104.25,0.82,0.00,0.00
1140.03100,104.25,0.82,0.00,0.00
1140.05100,104.25,0.82,0.00,0.00
1140.07100,104.25,0.82,0.00,0.00
1140.09100,104.25,0.82,0.00,0.00
1140.11100,104.25,0.82,0.00,0.00
1140.13100,104.25,0.82,0.00,0.00
1140.15100,104.25,0.82,0.00,0.00
1140.17100,104.25,0.82,0.00,0.00
1140.19100,104.25,0.82,0.00,0.00
1140.21100,104.25,0.82,0.00,0.00
1140.23100,104.25,0.82,0.00,0.00
1140.25100,104.25,0.82,0.00,0.00
1140.27100,104.25,0.82,0.00,0.00
1140.29100,104.25,0.82,0.00,0.00
1140.31100,104.25,0.82,0.00,0.00
1140.33100,104.25,0.82,0.00,0.00
1140.35100,104.25,0.82,0.00,0.00
1140.37100,104.24,0.82,0.00,0.00
1140.39100,104.24,0.82,0.00,0.00
1140.41100,104.24,0.82,0.00,0.00
1140.43100,104.24,0.82,0.00,0.00
1140.45100,104.24,0.82,0.00,0.00
1140.47100,104.24,0.82,0.00,0.00
1140.49100,104.24,0.82,0.00,0.00
1140.51100,104.24,0.82,0.00,0.00
1140.53100,104.24,0.82,0.00,0.00
1140.55100,104.24,0.82,0.00,0.00
1140.57100,104.24,0.82,0.00,0.00
1140.59100,104.24,0.82,0.00,0.00
1140.61100,104.24,0.82,0.00,0.00
1140.63100,104.24,0.82,0.00,0.00
1140.65100,104.24,0.82,0.00,0.00
1140.67100,104.24,0.82,0.00,0.00
1140.69100,104.24,0.82,0.00,0.00
1140.71100,104.24,0.82,0.00,0.00
1140.73100,104.24,0.82,0.00,0.00
1140.75100,104.23,0.82,0.00,0.00
1140.77100,104.23,0.82,0.00,0.00
1140.79100,104.23,0.82,0.00,0.00
1140.81100,104.23,0.82,0.00,0.00
1140.83100,104.23,0.82,0.00,0.00
1140.85100,104.23,0.82,0.00,0.00
1140.87100,104.23,0.82,0.00,0.00
1140.89100,104.23,0.82,0.00,0.00
1140.91100,104.23,0.82,0.00,0.00
1140.93100,104.23,0.82,0.00,0.00
1140.95100,104.23,0.82,0.00,0.00
1140.97100,104.23,0.82,0.00,0.00
1140.99100,104.23,0.82,0.00,0.00
1141.01100,104.23,0.82,0.00,0.00
1141.03100,104.23,0.82,0.00,0.00
1141.05100,104.23,0.82,0.00,0.00
1141.07100,104.23,0.82,0.00,0.00
1141.09100,104.23,0.82,0.00,0.00
1141.11100,104.23,0.82,0.00,0.00
1141.13100,104.22,0.82,0.00,0.00
1141.15100,104.22,0.82,0.00,0.00
1141.17100,104.22,0.82,0.00,0.00
1141.19100,104.22,0.82,0.00,0.00
1141.21100,104.22,0.82,0.00,0.00
1141.23100,104.22,0.82,0.00,0.00
1141.25100,104.22,0.82,0.00,0.00
1141.27100,104.22,0.82,0.00,0.00
1141.29100,104.22,0.82,0.00,0.00
1141.31100,104.22,0.82,0.00,0.00
1141.33100,104.22,0.82,0.00,0.00
1141.35100,104.22,0.82,0.00,0.00
1141.37100,104.22,0.82,0.00,0.00
1141.39100,104.22,0.82,0.00,0.00
1141.41100,104.22,0.82,0.00,0.00
1141.43100,104.22,0.82,0.00,0.00
1141.45100,104.22,0.82,0.00,0.00
1141.47100,104.22,0.82,0.00,0.00
1141.49100,104.22,0.82,0.00,0.00
1141.51100,104.21,0.82,0.00,0.00
1141.53100,104.21,0.82,0.00,0.00
1141.55100,104.21,0.82,0.00,0.00
1141.57100,104.21,0.82,0.00,0.00
1141.59100,104.21,0.82,0.00,0.00
