wavelength,alpha_0,alpha_0_uncertainty,alpha(m=0),alpha(m=0)_uncertainty
400,-553.22,2.72,-553.22,2.72
400.5,-559.03,2.74,-559.03,2.74
401,-564.93,2.77,-564.93,2.77
401.5,-570.93,2.8,-570.93,2.8
402,-577.04,2.82,-577.04,2.82
402.5,-583.25,2.85,-583.25,2.85
403,-589.57,2.88,-589.57,2.88
403.5,-596,2.9,-596,2.9
404,-602.54,2.93,-602.54,2.93
404.5,-609.2,2.96,-609.2,2.96
405,-615.98,2.99,-615.98,2.99
405.5,-622.88,3.02,-622.88,3.02
406,-629.91,3.05,-629.91,3.05
406.5,-637.07,3.08,-637.07,3.08
407,-644.36,3.12,-644.36,3.12
407.5,-651.78,3.15,-651.78,3.15
408,-659.35,3.18,-659.35,3.18
408.5,-667.06,3.21,-667.06,3.21
409,-674.92,3.25,-674.92,3.25
409.5,-682.94,3.28,-682.94,3.28
410,-691.11,3.32,-691.11,3.32
410.5,-699.45,3.36,-699.45,3.36
411,-707.95,3.4,-707.95,3.4
411.5,-716.63,3.43,-716.63,3.43
412,-725.48,3.47,-725.48,3.47
412.5,-734.52,3.51,-734.52,3.51
413,-743.74,3.55,-743.74,3.55
413.5,-753.16,3.6,-753.16,3.6
414,-762.79,3.64,-762.79,3.64
414.5,-772.62,3.68,-772.62,3.68
415,-782.66,3.73,-782.66,3.73
415.5,-792.93,3.77,-792.93,3.77
416,-803.43,3.82,-803.43,3.82
416.5,-814.16,3.87,-814.16,3.87
417,-825.14,3.92,-825.14,3.92
417.5,-836.37,3.97,-836.37,3.97
418,-847.86,4.02,-847.86,4.02
418.5,-859.63,4.07,-859.63,4.07
419,-871.68,4.12,-871.68,4.12
419.5,-884.02,4.18,-884.02,4.18
420,-896.66,4.24,-896.66,4.24
420.5,-909.61,4.29,-909.61,4.29
421,-922.89,4.35,-922.89,4.35
421.5,-936.51,4.41,-936.51,4.41
422,-950.48,4.48,-950.48,4.48
422.5,-964.82,4.54,-964.82,4.54
423,-979.53,4.61,-979.53,4.61
423.5,-994.64,4.68,-994.64,4.68
424,-1010.15,4.75,-1010.15,4.75
424.5,-1026.1,4.82,-1026.1,4.82
425,-1042.49,4.89,-1042.49,4.89
425.5,-1059.34,4.97,-1059.34,4.97
426,-1076.68,5.05,-1076.68,5.05
426.5,-1094.53,5.13,-1094.53,5.13
427,-1112.9,5.21,-1112.9,5.21
427.5,-1131.82,5.29,-1131.82,5.29
428,-1151.32,5.38,-1151.32,5.38
428.5,-1171.42,5.47,-1171.42,5.47
429,-1192.15,5.57,-1192.15,5.57
429.5,-1213.54,5.66,-1213.54,5.66
430,-1235.63,5.76,-1235.63,5.76
430.5,-1258.45,5.87,-1258.45,5.87
431,-1282.03,5.97,-1282.03,5.97
431.5,-1306.41,6.08,-1306.41,6.08
432,-1331.64,6.2,-1331.64,6.2
432.08,-1335.76,6.22,-1335.76,6.22
432.16,-1339.9,6.24,-1339.9,6.24
432.24,-1344.07,6.25,-1344.07,6.25
432.32,-1348.26,6.27,-1348.26,6.27
432.4,-1352.47,6.29,-1352.47,6.29
432.48,-1356.7,6.31,-1356.7,6.31
432.56,-1360.96,6.33,-1360.96,6.33
432.64,-1365.24,6.35,-1365.24,6.35
432.67,-1366.86,6.36,-1366.86,6.36
432.68,-1367.39,6.36,-1367.39,6.36
432.69,-1367.93,6.36,-1367.93,6.36
432.7,-1368.47,6.37,-1368.47,6.37
432.71,-1369.01,6.37,-1369.01,6.37
432.72,-1369.55,6.37,-1369.55,6.37
432.73,-1370.09,6.37,-1370.09,6.37
432.74,-1370.63,6.38,-1370.63,6.38
432.75,-1371.17,6.38,-1371.17,6.38
432.76,-1371.71,6.38,-1371.71,6.38
432.77,-1372.26,6.38,-1372.26,6.38
432.78,-1372.8,6.39,-1372.8,6.39
432.79,-1373.34,6.39,-1373.34,6.39
432.8,-1373.88,6.39,-1373.88,6.39
432.81,-1374.43,6.39,-1374.43,6.39
432.82,-1374.97,6.39,-1374.97,6.39
432.83,-1375.51,6.4,-1375.51,6.4
432.84,-1376.06,6.4,-1376.06,6.4
432.85,-1376.6,6.4,-1376.6,6.4
432.86,-1377.15,6.4,-1377.15,6.4
432.87,-1377.69,6.41,-1377.69,6.41
432.95,-1382.07,6.43,-1382.07,6.43
433.03,-1386.48,6.45,-1386.48,6.45
433.11,-1390.91,6.47,-1390.91,6.47
433.19,-1395.36,6.49,-1395.36,6.49
433.27,-1399.84,6.51,-1399.84,6.51
433.35,-1404.35,6.53,-1404.35,6.53
433.43,-1408.88,6.55,-1408.88,6.55
433.51,-1413.44,6.57,-1413.44,6.57
434.01,-1442.56,6.7,-1442.56,6.7
434.51,-1472.78,6.84,-1472.78,6.84
435.01,-1504.17,6.98,-1504.17,6.98
435.51,-1536.79,7.13,-1536.79,7.13
436.01,-1570.74,7.28,-1570.74,7.28
436.51,-1606.07,7.44,-1606.07,7.44
437.01,-1642.89,7.61,-1642.89,7.61
437.51,-1681.29,7.79,-1681.29,7.79
438.01,-1721.36,7.97,-1721.36,7.97
438.51,-1763.24,8.16,-1763.24,8.16
439.01,-1807.02,8.36,-1807.02,8.36
439.51,-1852.86,8.57,-1852.86,8.57
440.01,-1900.9,8.79,-1900.9,8.79
440.51,-1951.3,9.02,-1951.3,9.02
441.01,-2004.24,9.26,-2004.24,9.26
441.51,-2059.92,9.51,-2059.92,9.51
442.01,-2118.55,9.78,-2118.55,9.78
442.51,-2180.37,10.06,-2180.37,10.06
443.01,-2245.67,10.36,-2245.67,10.36
443.51,-2314.72,10.67,-2314.72,10.67
444.01,-2387.87,11.01,-2387.87,11.01
444.51,-2465.5,11.36,-2465.5,11.36
445.01,-2548.03,11.74,-2548.03,11.74
445.51,-2635.93,12.14,-2635.93,12.14
446.01,-2729.75,12.57,-2729.75,12.57
446.8,-2891.59,13.3,-2891.59,13.3
447.3,-3003.76,13.82,-3003.76,13.82
447.8,-3124.53,14.37,-3124.53,14.37
448.3,-3254.91,14.96,-3254.91,14.96
448.8,-3396.1,15.61,-3396.1,15.61
449.3,-3549.5,16.31,-3549.5,16.31
449.8,-3716.77,17.07,-3716.77,17.07
450.3,-3899.88,17.91,-3899.88,17.91
450.8,-4101.19,18.83,-4101.19,18.83
451.3,-4323.55,19.85,-4323.55,19.85
451.8,-4570.45,20.97,-4570.45,20.97
452.3,-4846.19,22.23,-4846.19,22.23
452.8,-5156.13,23.65,-5156.13,23.65
453.3,-5507.06,25.26,-5507.06,25.26
453.8,-5907.68,27.09,-5907.68,27.09
454.3,-6369.35,29.2,-6369.35,29.2
454.8,-6907.18,31.66,-6907.18,31.66
455.3,-7541.71,34.56,-7541.71,34.56
455.8,-8301.58,38.03,-8301.58,38.03
456.3,-9228,42.27,-9228,42.27
456.8,-10382.49,47.55,-10382.49,47.55
457.3,-11861.05,54.31,-11861.05,54.31
457.8,-13822.47,63.28,-13822.47,63.28
458.3,-16549.25,75.75,-16549.25,75.75
458.8,-20598.31,94.26,-20598.31,94.26
459.3,-27238.98,124.63,-27238.98,124.63
459.8,-40130.48,183.58,-40130.48,183.58
460.3,-75945.55,347.37,-75945.55,347.37
460.36,-85034.21,388.94,-85034.21,388.94
460.42,-96588.31,441.77,-96588.31,441.77
460.48,-111768.47,511.2,-111768.47,511.2
460.54,-132599.35,606.46,-132599.35,606.46
460.58,-151404.72,692.46,-151404.72,692.46
460.61,-169420.8,774.85,-169420.8,774.85
460.64,-192298,879.47,-192298,879.47
460.67,-222310.6,1016.72,-222310.6,1016.72
460.7,-263413.7,1204.69,-263413.7,1204.69
460.73,-323147.88,1477.87,-323147.88,1477.87
460.76,-417893.05,1911.16,-417893.05,1911.16
460.79,-591189.57,2703.67,-591189.57,2703.67
460.82,-1009894.39,4618.48,-1009894.39,4618.48
460.85,-3459610.1,15821.45,-3459610.1,15821.45
460.87,5608459.8,25648.39,5608459.8,25648.39
460.9,1137390.62,5201.42,1137390.62,5201.42
460.93,632927.71,2894.43,632927.71,2894.43
460.96,438488.09,2005.22,438488.09,2005.22
460.99,335455.81,1534.04,335455.81,1534.04
461.02,271641.38,1242.2,271641.38,1242.2
461.05,228233.36,1043.69,228233.36,1043.69
461.08,196792.77,899.91,196792.77,899.91
461.11,172970.13,790.96,172970.13,790.96
461.14,154295.9,705.56,154295.9,705.56
461.17,139263.88,636.82,139263.88,636.82
461.23,116559.84,532.99,116559.84,532.99
461.29,100226.91,458.3,100226.91,458.3
461.35,87913.33,401.98,87913.33,401.98
461.41,78297.97,358.01,78297.97,358.01
461.91,41001.55,187.45,41001.55,187.45
462.41,27804.19,127.1,27804.19,127.1
462.91,21052.03,96.22,21052.03,96.22
463.41,16950.24,77.46,16950.24,77.46
463.91,14194.35,64.86,14194.35,64.86
464.41,12215.29,55.81,12215.29,55.81
464.91,10725.18,48.99,10725.18,48.99
465.41,9562.74,43.68,9562.74,43.68
465.91,8630.6,39.42,8630.6,39.42
466.41,7866.49,35.92,7866.49,35.92
466.91,7228.73,33.01,7228.73,33.01
467.6,6504.07,29.69,6504.07,29.69
468.1,6065.29,27.69,6065.29,27.69
468.6,5683.23,25.94,5683.23,25.94
469.1,5347.55,24.41,5347.55,24.41
469.6,5050.28,23.05,5050.28,23.05
470.1,4785.2,21.84,4785.2,21.84
470.6,4547.35,20.75,4547.35,20.75
471.1,4332.73,19.77,4332.73,19.77
471.6,4138.09,18.88,4138.09,18.88
472.1,3960.78,18.07,3960.78,18.07
472.6,3798.58,17.33,3798.58,17.33
473.1,3649.64,16.65,3649.64,16.65
473.6,3512.38,16.02,3512.38,16.02
473.68,3491.42,15.93,3491.42,15.93
473.76,3470.71,15.83,3470.71,15.83
473.84,3450.26,15.74,3450.26,15.74
473.92,3430.06,15.64,3430.06,15.64
473.96,3420.05,15.6,3420.05,15.6
474,3410.1,15.55,3410.1,15.55
474.04,3400.22,15.51,3400.22,15.51
474.08,3390.39,15.46,3390.39,15.46
474.12,3380.62,15.42,3380.62,15.42
474.16,3370.92,15.37,3370.92,15.37
474.2,3361.27,15.33,3361.27,15.33
474.24,3351.67,15.29,3351.67,15.29
474.28,3342.14,15.24,3342.14,15.24
474.32,3332.66,15.2,3332.66,15.2
474.33,3330.3,15.19,3330.3,15.19
474.37,3320.89,15.15,3320.89,15.15
474.41,3311.54,15.1,3311.54,15.1
474.45,3302.24,15.06,3302.24,15.06
474.49,3293,15.02,3293,15.02
474.53,3283.81,14.98,3283.81,14.98
474.57,3274.67,14.94,3274.67,14.94
474.61,3265.59,14.89,3265.59,14.89
474.65,3256.56,14.85,3256.56,14.85
474.69,3247.58,14.81,3247.58,14.81
474.73,3238.66,14.77,3238.66,14.77
474.81,3220.96,14.69,3220.96,14.69
474.89,3203.47,14.61,3203.47,14.61
474.97,3186.17,14.53,3186.17,14.53
475.05,3169.07,14.45,3169.07,14.45
475.55,3066.4,13.98,3066.4,13.98
476.05,2970.5,13.55,2970.5,13.55
476.55,2880.71,13.14,2880.71,13.14
477.05,2796.47,12.75,2796.47,12.75
477.55,2717.27,12.39,2717.27,12.39
478.05,2642.69,12.05,2642.69,12.05
478.55,2572.33,11.73,2572.33,11.73
479.05,2505.83,11.42,2505.83,11.42
479.55,2442.89,11.14,2442.89,11.14
480.05,2383.24,10.87,2383.24,10.87
480.55,2326.61,10.61,2326.61,10.61
481.05,2272.79,10.36,2272.79,10.36
481.55,2221.58,10.13,2221.58,10.13
482.05,2172.78,9.9,2172.78,9.9
482.55,2126.23,9.69,2126.23,9.69
482.64,2118.08,9.66,2118.08,9.66
482.73,2110,9.62,2110,9.62
482.82,2101.98,9.58,2101.98,9.58
482.91,2094.02,9.55,2094.02,9.55
482.94,2091.39,9.53,2091.39,9.53
482.99,2087.01,9.51,2087.01,9.51
483.04,2082.65,9.49,2082.65,9.49
483.09,2078.31,9.47,2078.31,9.47
483.14,2073.99,9.45,2073.99,9.45
483.19,2069.69,9.43,2069.69,9.43
483.24,2065.41,9.42,2065.41,9.42
483.29,2061.15,9.4,2061.15,9.4
483.39,2052.68,9.36,2052.68,9.36
483.44,2048.48,9.34,2048.48,9.34
483.49,2044.29,9.32,2044.29,9.32
483.54,2040.13,9.3,2040.13,9.3
483.59,2035.98,9.28,2035.98,9.28
483.64,2031.84,9.26,2031.84,9.26
483.69,2027.73,9.24,2027.73,9.24
483.74,2023.64,9.22,2023.64,9.22
483.79,2019.56,9.21,2019.56,9.21
483.84,2015.5,9.19,2015.5,9.19
483.89,2011.46,9.17,2011.46,9.17
483.98,2004.22,9.14,2004.22,9.14
484.07,1997.05,9.1,1997.05,9.1
484.16,1989.93,9.07,1989.93,9.07
484.25,1982.86,9.04,1982.86,9.04
484.75,1944.58,8.86,1944.58,8.86
485.25,1907.87,8.7,1907.87,8.7
485.75,1872.63,8.54,1872.63,8.54
486.25,1838.79,8.38,1838.79,8.38
486.75,1806.25,8.23,1806.25,8.23
487.25,1774.94,8.09,1774.94,8.09
487.75,1744.8,7.95,1744.8,7.95
488.25,1715.76,7.82,1715.76,7.82
488.75,1687.77,7.69,1687.77,7.69
489.25,1660.76,7.57,1660.76,7.57
489.75,1634.68,7.45,1634.68,7.45
490.25,1609.5,7.34,1609.5,7.34
490.75,1585.15,7.23,1585.15,7.23
491.25,1561.61,7.12,1561.61,7.12
491.75,1538.83,7.02,1538.83,7.02
492.25,1516.78,6.92,1516.78,6.92
492.75,1495.42,6.82,1495.42,6.82
493.25,1474.72,6.72,1474.72,6.72
493.75,1454.65,6.63,1454.65,6.63
494.25,1435.18,6.54,1435.18,6.54
494.75,1416.29,6.46,1416.29,6.46
495.25,1397.94,6.38,1397.94,6.38
495.75,1380.13,6.29,1380.13,6.29
496.25,1362.81,6.22,1362.81,6.22
496.75,1345.98,6.14,1345.98,6.14
497.25,1329.61,6.07,1329.61,6.07
497.75,1313.69,5.99,1313.69,5.99
498.25,1298.19,5.92,1298.19,5.92
498.75,1283.11,5.85,1283.11,5.85
499.25,1268.41,5.79,1268.41,5.79
499.75,1254.1,5.72,1254.1,5.72
500.25,1240.15,5.66,1240.15,5.66
500.75,1226.54,5.6,1226.54,5.6
501.25,1213.28,5.54,1213.28,5.54
501.75,1200.34,5.48,1200.34,5.48
502.25,1187.71,5.42,1187.71,5.42
502.75,1175.39,5.36,1175.39,5.36
503.25,1163.36,5.31,1163.36,5.31
503.75,1151.6,5.26,1151.6,5.26
504.25,1140.12,5.21,1140.12,5.21
504.75,1128.9,5.15,1128.9,5.15
505.25,1117.94,5.1,1117.94,5.1
505.75,1107.22,5.06,1107.22,5.06
506.25,1096.73,5.01,1096.73,5.01
506.75,1086.48,4.96,1086.48,4.96
507.25,1076.44,4.92,1076.44,4.92
507.75,1066.62,4.87,1066.62,4.87
508.25,1057.01,4.83,1057.01,4.83
508.75,1047.6,4.79,1047.6,4.79
509.25,1038.38,4.74,1038.38,4.74
509.75,1029.35,4.7,1029.35,4.7
510.25,1020.51,4.66,1020.51,4.66
510.75,1011.84,4.62,1011.84,4.62
511.25,1003.35,4.59,1003.35,4.59
511.75,995.02,4.55,995.02,4.55
512.25,986.86,4.51,986.86,4.51
512.75,978.85,4.47,978.85,4.47
513.25,971,4.44,971,4.44
513.75,963.29,4.4,963.29,4.4
514.25,955.73,4.37,955.73,4.37
514.75,948.31,4.34,948.31,4.34
515.25,941.03,4.3,941.03,4.3
515.75,933.88,4.27,933.88,4.27
516.25,926.86,4.24,926.86,4.24
516.75,919.96,4.21,919.96,4.21
517.25,913.19,4.18,913.19,4.18
517.75,906.54,4.15,906.54,4.15
518.25,900,4.12,900,4.12
518.75,893.58,4.09,893.58,4.09
519.25,887.26,4.06,887.26,4.06
519.75,881.06,4.03,881.06,4.03
520.25,874.96,4.01,874.96,4.01
520.75,868.96,3.98,868.96,3.98
521.25,863.06,3.95,863.06,3.95
521.75,857.26,3.93,857.26,3.93
522.25,851.55,3.9,851.55,3.9
522.75,845.94,3.88,845.94,3.88
523.25,840.41,3.85,840.41,3.85
523.75,834.97,3.83,834.97,3.83
524.25,829.62,3.8,829.62,3.8
524.75,824.36,3.78,824.36,3.78
525.25,819.17,3.75,819.17,3.75
525.75,814.07,3.73,814.07,3.73
526.25,809.04,3.71,809.04,3.71
526.75,804.09,3.69,804.09,3.69
527.25,799.22,3.66,799.22,3.66
527.75,794.42,3.64,794.42,3.64
528.25,789.69,3.62,789.69,3.62
528.75,785.03,3.6,785.03,3.6
529.25,780.44,3.58,780.44,3.58
529.75,775.91,3.56,775.91,3.56
530.25,771.45,3.54,771.45,3.54
530.75,767.06,3.52,767.06,3.52
531.25,762.72,3.5,762.72,3.5
531.75,758.45,3.48,758.45,3.48
532.25,754.24,3.46,754.24,3.46
532.75,750.09,3.44,750.09,3.44
533.25,745.99,3.43,745.99,3.43
533.75,741.96,3.41,741.96,3.41
534.25,737.97,3.39,737.97,3.39
534.75,734.04,3.37,734.04,3.37
535.25,730.17,3.35,730.17,3.35
535.75,726.34,3.34,726.34,3.34
536.25,722.57,3.32,722.57,3.32
536.75,718.85,3.3,718.85,3.3
537.25,715.17,3.29,715.17,3.29
537.75,711.55,3.27,711.55,3.27
538.25,707.97,3.26,707.97,3.26
538.75,704.43,3.24,704.43,3.24
539.25,700.95,3.22,700.95,3.22
539.75,697.5,3.21,697.5,3.21
540.25,694.1,3.19,694.1,3.19
540.75,690.75,3.18,690.75,3.18
541.25,687.43,3.16,687.43,3.16
541.75,684.16,3.15,684.16,3.15
542.25,680.92,3.13,680.92,3.13
542.75,677.73,3.12,677.73,3.12
543.25,674.57,3.11,674.57,3.11
543.75,671.46,3.09,671.46,3.09
544.25,668.38,3.08,668.38,3.08
544.75,665.34,3.06,665.34,3.06
545.25,662.33,3.05,662.33,3.05
545.75,659.36,3.04,659.36,3.04
546.25,656.42,3.02,656.42,3.02
546.75,653.52,3.01,653.52,3.01
547.25,650.65,3,650.65,3
547.75,647.82,2.99,647.82,2.99
548.25,645.02,2.97,645.02,2.97
548.75,642.25,2.96,642.25,2.96
549.25,639.51,2.95,639.51,2.95
549.75,636.8,2.94,636.8,2.94
550.25,634.13,2.93,634.13,2.93
550.75,631.48,2.91,631.48,2.91
551.25,628.86,2.9,628.86,2.9
551.75,626.27,2.89,626.27,2.89
552.25,623.71,2.88,623.71,2.88
552.75,621.18,2.87,621.18,2.87
553.25,618.68,2.86,618.68,2.86
553.75,616.2,2.85,616.2,2.85
554.25,613.75,2.83,613.75,2.83
554.75,611.32,2.82,611.32,2.82
555.25,608.93,2.81,608.93,2.81
555.75,606.55,2.8,606.55,2.8
556.25,604.21,2.79,604.21,2.79
556.75,601.88,2.78,601.88,2.78
557.25,599.58,2.77,599.58,2.77
557.75,597.31,2.76,597.31,2.76
558.25,595.05,2.75,595.05,2.75
558.75,592.83,2.74,592.83,2.74
559.25,590.62,2.73,590.62,2.73
559.75,588.44,2.72,588.44,2.72
560.25,586.28,2.71,586.28,2.71
560.75,584.14,2.7,584.14,2.7
561.25,582.02,2.69,582.02,2.69
561.75,579.92,2.68,579.92,2.68
562.25,577.84,2.67,577.84,2.67
562.75,575.79,2.67,575.79,2.67
563.25,573.75,2.66,573.75,2.66
563.75,571.74,2.65,571.74,2.65
564.25,569.74,2.64,569.74,2.64
564.75,567.76,2.63,567.76,2.63
565.25,565.81,2.62,565.81,2.62
565.75,563.87,2.61,563.87,2.61
566.25,561.95,2.6,561.95,2.6
566.75,560.04,2.6,560.04,2.6
567.25,558.16,2.59,558.16,2.59
567.75,556.29,2.58,556.29,2.58
568.25,554.45,2.57,554.45,2.57
568.75,552.61,2.56,552.61,2.56
569.25,550.8,2.55,550.8,2.55
569.75,549,2.55,549,2.55
570.25,547.22,2.54,547.22,2.54
570.75,545.45,2.53,545.45,2.53
571.25,543.71,2.52,543.71,2.52
571.75,541.97,2.52,541.97,2.52
572.25,540.25,2.51,540.25,2.51
572.75,538.55,2.5,538.55,2.5
573.25,536.87,2.49,536.87,2.49
573.75,535.19,2.49,535.19,2.49
574.25,533.54,2.48,533.54,2.48
574.75,531.9,2.47,531.9,2.47
575.25,530.27,2.46,530.27,2.46
575.75,528.65,2.46,528.65,2.46
576.25,527.05,2.45,527.05,2.45
576.75,525.47,2.44,525.47,2.44
577.25,523.9,2.44,523.9,2.44
577.75,522.34,2.43,522.34,2.43
578.25,520.79,2.42,520.79,2.42
578.75,519.26,2.42,519.26,2.42
579.25,517.74,2.41,517.74,2.41
579.75,516.24,2.4,516.24,2.4
580.25,514.74,2.4,514.74,2.4
580.75,513.26,2.39,513.26,2.39
581.25,511.79,2.38,511.79,2.38
581.75,510.34,2.38,510.34,2.38
582.25,508.89,2.37,508.89,2.37
582.75,507.46,2.36,507.46,2.36
583.25,506.04,2.36,506.04,2.36
583.75,504.63,2.35,504.63,2.35
584.25,503.24,2.34,503.24,2.34
584.75,501.85,2.34,501.85,2.34
585.25,500.48,2.33,500.48,2.33
585.75,499.11,2.33,499.11,2.33
586.25,497.76,2.32,497.76,2.32
586.75,496.42,2.31,496.42,2.31
587.25,495.09,2.31,495.09,2.31
587.75,493.77,2.3,493.77,2.3
588.25,492.46,2.3,492.46,2.3
588.75,491.16,2.29,491.16,2.29
589.25,489.87,2.29,489.87,2.29
589.75,488.59,2.28,488.59,2.28
590.25,487.32,2.27,487.32,2.27
590.75,486.06,2.27,486.06,2.27
591.25,484.81,2.26,484.81,2.26
591.75,483.57,2.26,483.57,2.26
592.25,482.33,2.25,482.33,2.25
592.75,481.11,2.25,481.11,2.25
593.25,479.9,2.24,479.9,2.24
593.75,478.7,2.24,478.7,2.24
594.25,477.5,2.23,477.5,2.23
594.75,476.32,2.23,476.32,2.23
595.25,475.14,2.22,475.14,2.22
595.75,473.97,2.22,473.97,2.22
596.25,472.81,2.21,472.81,2.21
596.75,471.66,2.21,471.66,2.21
597.25,470.52,2.2,470.52,2.2
597.75,469.39,2.2,469.39,2.2
598.25,468.26,2.19,468.26,2.19
598.75,467.15,2.19,467.15,2.19
599.25,466.04,2.18,466.04,2.18
599.75,464.94,2.18,464.94,2.18
600.25,463.84,2.17,463.84,2.17
600.75,462.76,2.17,462.76,2.17
601.25,461.68,2.16,461.68,2.16
601.75,460.61,2.16,460.61,2.16
602.25,459.55,2.15,459.55,2.15
602.75,458.49,2.15,458.49,2.15
603.25,457.45,2.14,457.45,2.14
603.75,456.41,2.14,456.41,2.14
604.25,455.37,2.13,455.37,2.13
604.75,454.35,2.13,454.35,2.13
605.25,453.33,2.13,453.33,2.13
605.75,452.32,2.12,452.32,2.12
606.25,451.31,2.12,451.31,2.12
606.75,450.32,2.11,450.32,2.11
607.25,449.32,2.11,449.32,2.11
607.75,448.34,2.1,448.34,2.1
608.25,447.36,2.1,447.36,2.1
608.75,446.39,2.1,446.39,2.1
609.25,445.43,2.09,445.43,2.09
609.75,444.47,2.09,444.47,2.09
610.25,443.52,2.08,443.52,2.08
610.75,442.57,2.08,442.57,2.08
611.25,441.64,2.07,441.64,2.07
611.75,440.7,2.07,440.7,2.07
612.25,439.78,2.07,439.78,2.07
612.75,438.86,2.06,438.86,2.06
613.25,437.94,2.06,437.94,2.06
613.75,437.03,2.05,437.03,2.05
614.25,436.13,2.05,436.13,2.05
614.75,435.23,2.05,435.23,2.05
615.25,434.34,2.04,434.34,2.04
615.75,433.46,2.04,433.46,2.04
616.25,432.58,2.04,432.58,2.04
616.75,431.7,2.03,431.7,2.03
617.25,430.83,2.03,430.83,2.03
617.75,429.97,2.02,429.97,2.02
618.25,429.11,2.02,429.11,2.02
618.75,428.26,2.02,428.26,2.02
619.25,427.41,2.01,427.41,2.01
619.75,426.57,2.01,426.57,2.01
620.25,425.74,2.01,425.74,2.01
620.75,424.91,2,424.91,2
621.25,424.08,2,424.08,2
621.75,423.26,2,423.26,2
622.25,422.44,1.99,422.44,1.99
622.75,421.63,1.99,421.63,1.99
623.25,420.82,1.98,420.82,1.98
623.75,420.02,1.98,420.02,1.98
624.25,419.23,1.98,419.23,1.98
624.75,418.43,1.97,418.43,1.97
625.25,417.65,1.97,417.65,1.97
625.75,416.86,1.97,416.86,1.97
626.25,416.09,1.96,416.09,1.96
626.75,415.31,1.96,415.31,1.96
627.25,414.54,1.96,414.54,1.96
627.75,413.78,1.95,413.78,1.95
628.25,413.02,1.95,413.02,1.95
628.75,412.26,1.95,412.26,1.95
629.25,411.51,1.94,411.51,1.94
629.75,410.77,1.94,410.77,1.94
630.25,410.02,1.94,410.02,1.94
630.75,409.28,1.93,409.28,1.93
631.25,408.55,1.93,408.55,1.93
631.75,407.82,1.93,407.82,1.93
632.25,407.09,1.93,407.09,1.93
632.75,406.37,1.92,406.37,1.92
633.25,405.65,1.92,405.65,1.92
633.75,404.94,1.92,404.94,1.92
634.25,404.23,1.91,404.23,1.91
634.75,403.52,1.91,403.52,1.91
635.25,402.82,1.91,402.82,1.91
635.75,402.12,1.9,402.12,1.9
636.25,401.42,1.9,401.42,1.9
636.75,400.73,1.9,400.73,1.9
637.25,400.05,1.9,400.05,1.9
637.75,399.36,1.89,399.36,1.89
638.25,398.68,1.89,398.68,1.89
638.75,398,1.89,398,1.89
639.25,397.33,1.88,397.33,1.88
639.75,396.66,1.88,396.66,1.88
640.25,395.99,1.88,395.99,1.88
640.75,395.33,1.88,395.33,1.88
641.25,394.67,1.87,394.67,1.87
641.75,394.01,1.87,394.01,1.87
642.25,393.36,1.87,393.36,1.87
642.75,392.71,1.86,392.71,1.86
643.25,392.06,1.86,392.06,1.86
643.75,391.42,1.86,391.42,1.86
644.25,390.78,1.86,390.78,1.86
644.75,390.14,1.85,390.14,1.85
645.25,389.5,1.85,389.5,1.85
645.75,388.87,1.85,388.87,1.85
646.25,388.24,1.85,388.24,1.85
646.75,387.61,1.84,387.61,1.84
647.25,386.99,1.84,386.99,1.84
647.75,386.37,1.84,386.37,1.84
648.25,385.75,1.84,385.75,1.84
648.75,385.14,1.83,385.14,1.83
649.25,384.52,1.83,384.52,1.83
649.75,383.91,1.83,383.91,1.83
650.25,383.31,1.82,383.31,1.82
650.75,382.7,1.82,382.7,1.82
651.25,382.1,1.82,382.1,1.82
651.75,381.5,1.82,381.5,1.82
652.25,380.9,1.81,380.9,1.81
652.75,380.3,1.81,380.3,1.81
653.25,379.71,1.81,379.71,1.81
653.75,379.12,1.81,379.12,1.81
654.25,378.53,1.81,378.53,1.81
654.75,377.94,1.8,377.94,1.8
655.25,377.36,1.8,377.36,1.8
655.75,376.77,1.8,376.77,1.8
656.25,376.19,1.8,376.19,1.8
656.75,375.61,1.79,375.61,1.79
657.25,375.03,1.79,375.03,1.79
657.75,374.46,1.79,374.46,1.79
658.25,373.88,1.79,373.88,1.79
658.75,373.31,1.78,373.31,1.78
659.25,372.74,1.78,372.74,1.78
659.75,372.17,1.78,372.17,1.78
660.25,371.6,1.78,371.6,1.78
660.75,371.03,1.77,371.03,1.77
661.25,370.46,1.77,370.46,1.77
661.75,369.89,1.77,369.89,1.77
662.25,369.33,1.77,369.33,1.77
662.75,368.76,1.77,368.76,1.77
663.25,368.2,1.76,368.2,1.76
663.75,367.63,1.76,367.63,1.76
664.25,367.07,1.76,367.07,1.76
664.75,366.51,1.76,366.51,1.76
665.25,365.94,1.76,365.94,1.76
665.75,365.38,1.75,365.38,1.75
666.25,364.81,1.75,364.81,1.75
666.75,364.25,1.75,364.25,1.75
667.25,363.68,1.75,363.68,1.75
667.75,363.11,1.74,363.11,1.74
668.25,362.54,1.74,362.54,1.74
668.75,361.97,1.74,361.97,1.74
669.25,361.4,1.74,361.4,1.74
669.75,360.82,1.74,360.82,1.74
670.25,360.24,1.73,360.24,1.73
670.75,359.66,1.73,359.66,1.73
671.25,359.08,1.73,359.08,1.73
671.75,358.49,1.73,358.49,1.73
672.25,357.89,1.73,357.89,1.73
672.75,357.29,1.72,357.29,1.72
