wavelength,alpha_0,alpha_0_uncertainty,alpha_1,alpha_1_uncertainty,alpha_2,alpha_2_uncertainty,alpha(m=0),alpha(m=0)_uncertainty,alpha(m=1),alpha(m=1)_uncertainty
413.5,-115.14,8.59,147.26,6.49,17.03,1.32,-149.19,9.22,-98.12,8.57
414,-121.51,8.55,146.7,6.54,17.14,1.36,-155.79,9.22,-104.37,8.53
414.5,-127.83,8.52,146.51,6.63,17.34,1.42,-162.5,9.24,-110.49,8.49
415,-134.16,8.49,146.8,6.76,17.65,1.49,-169.46,9.3,-116.52,8.46
415.5,-140.6,8.47,147.78,6.99,18.15,1.61,-176.9,9.43,-122.46,8.43
416,-147.33,8.48,149.96,7.42,19.01,1.82,-185.34,9.71,-128.32,8.4
416.5,-154.79,8.54,154.63,8.39,20.66,2.24,-196.1,10.43,-134.13,8.37
417,-164.64,8.87,166.72,11.29,24.74,3.37,-214.11,12.85,-139.9,8.34
417.05,-165.96,8.95,168.97,11.88,25.49,3.59,-216.95,13.36,-140.47,8.34
417.1,-167.42,9.06,171.6,12.57,26.37,3.84,-220.16,13.98,-141.04,8.34
417.15,-169.02,9.19,174.7,13.41,27.41,4.14,-223.84,14.73,-141.62,8.34
417.2,-170.84,9.35,178.4,14.43,28.64,4.5,-228.12,15.66,-142.19,8.34
417.25,-172.91,9.57,182.91,15.68,30.15,4.95,-233.21,16.82,-142.76,8.33
417.3,-175.35,9.87,188.52,17.27,32.02,5.51,-239.39,18.31,-143.34,8.33
417.35,-178.31,10.28,195.66,19.32,34.4,6.22,-247.1,20.25,-143.91,8.33
417.4,-182.02,10.87,205.06,22.07,37.53,7.16,-257.08,22.88,-144.48,8.33
417.45,-186.9,11.77,218.01,25.89,41.85,8.46,-270.6,26.58,-145.06,8.32
417.5,-193.79,13.21,236.96,31.54,48.16,10.37,-290.12,32.1,-145.63,8.32
417.55,-204.48,15.73,267.3,40.66,58.28,13.45,-321.03,41.1,-146.2,8.32
417.6,-223.85,20.84,323.71,57.74,77.08,19.17,-378,58.04,-146.77,8.32
417.65,-271.49,34.5,464.91,100.71,124.14,33.52,-519.77,100.88,-147.34,8.32
417.68,-361.9,61.56,735.14,183.14,214.22,61.02,-790.33,183.22,-147.68,8.31
417.7,-603.66,135.01,1459.74,404.33,455.75,134.76,-1515.16,404.36,-147.91,8.31
417.705,-794.86,193.3,2033.16,579.41,646.89,193.12,-2088.64,579.42,-147.97,8.31
417.706,-854.85,211.6,2213.1,634.35,706.87,211.44,-2268.59,634.36,-147.98,8.31
417.707,-927.41,233.73,2430.75,700.8,779.42,233.59,-2486.25,700.81,-147.99,8.31
417.708,-1016.95,261.05,2699.33,782.81,868.95,260.93,-2754.84,782.82,-148,8.31
417.709,-1130.22,295.62,3039.11,886.56,982.21,295.51,-3094.64,886.56,-148.02,8.31
417.71,-1278.1,340.76,3482.72,1022.01,1130.08,340.66,-3538.26,1022.01,-148.03,8.31
417.711,-1479.32,402.18,4086.33,1206.31,1331.28,402.1,-4141.88,1206.31,-148.04,8.31
417.712,-1769.08,490.63,4955.57,1471.73,1621.02,490.57,-5011.12,1471.72,-148.05,8.31
417.713,-2222.3,629,6315.2,1886.88,2074.24,628.95,-6370.77,1886.87,-148.06,8.31
417.714,-3031.68,876.13,8743.31,2628.28,2883.61,876.09,-8798.89,2628.27,-148.07,8.31
417.715,-4888.8,1443.17,14314.63,4329.45,4740.71,1443.14,-14370.22,4329.43,-148.08,8.31
417.716,-13561.14,4091.19,40331.62,12273.56,13413.04,4091.18,-40387.22,12273.55,-148.1,8.31
417.717,15885.64,4900.21,-48008.75,14700.6,-16033.75,4900.21,47953.14,14700.62,-148.11,8.31
417.718,4856.07,1532.42,-14920.07,4597.19,-5004.19,1532.4,14864.44,4597.21,-148.12,8.31
417.719,2811.84,908.25,-8787.41,2724.62,-2959.97,908.21,8731.77,2724.65,-148.13,8.31
417.72,1950.94,645.4,-6204.76,1936.03,-2099.08,645.35,6149.11,1936.06,-148.14,8.31
417.721,1476.53,500.56,-4781.54,1501.46,-1624.68,500.49,4725.88,1501.49,-148.15,8.31
417.722,1176.04,408.83,-3880.13,1226.23,-1324.21,408.74,3824.46,1226.26,-148.16,8.31
417.723,968.66,345.52,-3258.01,1036.27,-1116.83,345.42,3202.33,1036.3,-148.18,8.31
417.724,816.91,299.2,-2802.79,897.27,-965.09,299.09,2747.09,897.31,-148.19,8.31
417.725,701.05,263.85,-2455.25,791.16,-849.25,263.72,2399.54,791.2,-148.2,8.31
417.726,609.69,235.97,-2181.22,707.49,-757.9,235.83,2125.5,707.53,-148.21,8.31
417.727,535.81,213.43,-1959.61,639.82,-684.04,213.27,1903.89,639.87,-148.22,8.31
417.732,309.8,144.51,-1281.75,432.86,-458.08,144.28,1225.96,432.91,-148.28,8.31
417.74,148.56,95.43,-798.3,285.26,-296.93,95.08,742.43,285.34,-148.37,8.31
417.75,55.39,67.17,-519.13,200.05,-203.88,66.67,463.15,200.16,-148.48,8.31
417.777,-42.39,37.8,-226.7,110.84,-106.4,36.91,170.41,111.02,-148.79,8.31
417.827,-97.63,21.82,-62.69,60.9,-51.74,20.24,5.85,61.22,-149.36,8.31
417.877,-118.79,16.17,-0.91,42.19,-31.15,13.97,-56.49,42.63,-149.93,8.31
417.927,-130.16,13.44,31.5,32.43,-20.35,10.69,-89.47,33,-150.51,8.3
417.977,-137.38,11.9,51.47,26.48,-13.7,8.67,-109.99,27.17,-151.08,8.3
418.027,-142.45,10.95,64.99,22.49,-9.19,7.31,-124.07,23.3,-151.65,8.3
418.077,-146.28,10.32,74.77,19.65,-5.94,6.34,-134.4,20.56,-152.22,8.3
418.127,-149.3,9.88,82.15,17.53,-3.48,5.6,-142.34,18.54,-152.79,8.3
418.177,-151.79,9.57,87.93,15.89,-1.56,5.03,-148.67,17,-153.36,8.29
418.227,-153.91,9.33,92.58,14.61,-0.02,4.58,-153.86,15.8,-153.93,8.29
418.277,-155.74,9.16,96.4,13.57,1.24,4.21,-158.23,14.84,-154.5,8.29
418.327,-157.37,9.02,99.59,12.72,2.3,3.9,-161.97,14.06,-155.07,8.29
418.377,-158.83,8.9,102.3,12.01,3.19,3.65,-165.22,13.43,-155.64,8.29
418.427,-160.17,8.82,104.62,11.42,3.96,3.43,-168.09,12.89,-156.21,8.29
418.927,-170,8.42,117.34,8.53,8.09,2.31,-186.17,10.37,-161.91,8.27
419.427,-177.35,8.29,122.72,7.61,9.72,1.91,-196.8,9.59,-167.63,8.26
419.927,-183.92,8.23,125.83,7.24,10.55,1.74,-205.03,9.25,-173.37,8.24
420.427,-190.16,8.19,127.99,7.07,11.02,1.66,-212.19,9.06,-179.15,8.24
420.927,-196.25,8.16,129.71,7,11.27,1.62,-218.79,8.95,-184.97,8.23
421.427,-202.26,8.14,131.21,6.98,11.4,1.6,-225.07,8.88,-190.86,8.23
421.927,-208.26,8.12,132.63,6.98,11.44,1.6,-231.14,8.83,-196.82,8.23
422.427,-214.28,8.11,134.04,7.01,11.41,1.61,-237.1,8.79,-202.88,8.23
422.927,-220.35,8.1,135.51,7.06,11.31,1.62,-242.97,8.76,-209.03,8.24
423.427,-226.48,8.1,137.05,7.12,11.16,1.64,-248.8,8.74,-215.31,8.26
423.927,-232.7,8.09,138.72,7.19,10.96,1.67,-254.61,8.73,-221.74,8.27
424.427,-239.02,8.09,140.53,7.26,10.7,1.7,-260.42,8.72,-228.33,8.3
424.927,-245.48,8.1,142.52,7.35,10.38,1.73,-266.25,8.71,-235.1,8.33
425.427,-252.1,8.11,144.71,7.45,10,1.76,-272.1,8.7,-242.1,8.37
425.927,-258.9,8.12,147.14,7.56,9.55,1.81,-278,8.7,-249.35,8.42
426.427,-265.93,8.14,149.82,7.69,9.02,1.85,-283.97,8.7,-256.91,8.47
426.447,-266.22,8.14,149.93,7.69,9,1.85,-284.21,8.7,-257.22,8.48
426.467,-266.5,8.14,150.04,7.7,8.97,1.86,-284.45,8.7,-257.53,8.48
426.487,-266.79,8.14,150.15,7.7,8.95,1.86,-284.69,8.7,-257.84,8.48
426.507,-267.08,8.14,150.27,7.71,8.93,1.86,-284.94,8.7,-258.15,8.48
426.527,-267.37,8.14,150.38,7.71,8.9,1.86,-285.18,8.7,-258.47,8.49
426.547,-267.66,8.14,150.49,7.72,8.88,1.86,-285.42,8.7,-258.78,8.49
426.567,-267.95,8.15,150.6,7.73,8.86,1.87,-285.66,8.7,-259.1,8.49
426.587,-268.24,8.15,150.72,7.73,8.83,1.87,-285.91,8.7,-259.41,8.49
426.607,-268.54,8.15,150.83,7.74,8.81,1.87,-286.15,8.7,-259.73,8.5
426.627,-268.83,8.15,150.94,7.74,8.78,1.87,-286.4,8.7,-260.05,8.5
426.647,-269.12,8.15,151.05,7.75,8.76,1.87,-286.65,8.7,-260.36,8.5
426.667,-269.42,8.15,151.16,7.75,8.74,1.88,-286.89,8.7,-260.68,8.51
426.687,-269.72,8.15,151.27,7.76,8.71,1.88,-287.14,8.7,-261.01,8.51
426.707,-270.02,8.15,151.38,7.76,8.69,1.88,-287.39,8.7,-261.33,8.51
426.727,-270.32,8.15,151.49,7.77,8.66,1.88,-287.64,8.7,-261.65,8.51
426.747,-270.62,8.16,151.6,7.78,8.64,1.89,-287.9,8.7,-261.98,8.52
426.767,-270.92,8.16,151.7,7.78,8.61,1.89,-288.15,8.7,-262.31,8.52
426.787,-271.23,8.16,151.81,7.79,8.59,1.89,-288.41,8.71,-262.64,8.52
426.807,-271.54,8.16,151.91,7.79,8.57,1.89,-288.67,8.71,-262.97,8.53
426.827,-271.85,8.16,152,7.8,8.54,1.89,-288.94,8.71,-263.31,8.53
426.847,-272.17,8.16,152.08,7.81,8.52,1.9,-289.21,8.71,-263.65,8.53
426.867,-272.5,8.16,152.16,7.82,8.5,1.9,-289.49,8.71,-264.01,8.54
426.887,-272.84,8.17,152.22,7.82,8.47,1.9,-289.79,8.71,-264.37,8.54
426.907,-273.19,8.17,152.26,7.83,8.45,1.9,-290.1,8.71,-264.74,8.54
426.927,-273.58,8.17,152.26,7.85,8.43,1.91,-290.44,8.72,-265.14,8.55
426.947,-274.01,8.18,152.18,7.87,8.42,1.91,-290.85,8.73,-265.59,8.56
426.967,-274.55,8.2,151.95,7.9,8.42,1.91,-291.38,8.74,-266.13,8.57
426.987,-275.39,8.25,151.25,8.02,8.45,1.91,-292.28,8.81,-266.95,8.61
427.007,-278.18,8.75,147.66,9.14,8.67,1.94,-295.51,9.48,-269.51,9.01
427.0172,-311.69,30.91,97.68,45.4,11.99,3.54,-335.67,36.82,-299.7,28.16
427.0173,-315.1,33.55,92.56,49.44,12.33,3.78,-339.76,40.01,-302.77,30.51
427.0174,-319.2,36.74,86.42,54.3,12.74,4.06,-344.68,43.85,-306.46,33.35
427.0175,-324.21,40.66,78.9,60.26,13.24,4.42,-350.69,48.58,-310.97,36.85
427.0176,-330.49,45.59,69.49,67.73,13.87,4.88,-358.23,54.52,-316.62,41.26
427.0177,-338.58,51.97,57.36,77.38,14.68,5.48,-367.93,62.2,-323.9,46.97
427.0178,-349.4,60.52,41.14,90.3,15.76,6.3,-380.91,72.49,-333.64,54.65
427.0179,-364.6,72.59,18.34,108.48,17.28,7.46,-399.15,86.99,-347.32,65.48
427.018,-387.53,90.84,-16.06,135.94,19.57,9.25,-426.67,108.92,-367.96,81.88
427.0181,-426.11,121.61,-73.92,182.18,23.43,12.28,-472.96,145.86,-402.68,109.54
427.0182,-504.62,184.33,-191.7,276.34,31.28,18.51,-567.18,221.15,-473.35,165.96
427.0183,-751.67,381.87,-562.26,572.73,55.98,38.23,-863.64,458.22,-695.69,343.71
427.018389,-10920.67,8516.98,-15815.75,12775.47,1072.88,851.7,-13066.43,10220.38,-9847.78,7665.29
427.01839,-14271.95,11198.01,-20842.68,16797.01,1408.01,1119.8,-17087.97,13437.61,-12863.94,10078.21
427.018395,24114.38,19511.06,36736.82,29266.59,-2430.62,1951.11,28975.62,23413.27,21683.76,17559.95
427.018396,15475.79,12600.19,23778.93,18900.28,-1566.76,1260.02,18609.32,15120.23,13909.03,11340.17
427.0185,141.82,333.11,777.98,499.58,-33.37,33.36,208.56,399.71,108.45,299.83
427.0186,-59.45,172.19,476.09,258.12,-13.24,17.31,-32.96,206.58,-72.69,155.04
427.0187,-129.52,116.23,370.98,174.09,-6.23,11.75,-117.05,139.4,-135.75,104.7
427.0188,-165.14,87.82,317.54,131.4,-2.67,8.95,-159.8,105.29,-167.82,79.16
427.0189,-186.71,70.66,285.19,105.58,-0.51,7.28,-185.68,84.68,-187.23,63.75
427.019,-201.17,59.19,263.51,88.28,0.93,6.17,-203.03,70.88,-200.24,53.45
427.0191,-211.54,50.99,247.96,75.9,1.97,5.38,-215.48,61.02,-209.57,46.1
427.0192,-219.34,44.84,236.26,66.6,2.75,4.81,-224.83,53.62,-216.59,40.59
427.0193,-225.42,40.07,227.15,59.36,3.35,4.37,-232.13,47.87,-222.06,36.33
427.0194,-230.29,36.26,219.84,53.58,3.84,4.02,-237.97,43.28,-226.45,32.93
427.0195,-234.28,33.16,213.86,48.85,4.24,3.74,-242.76,39.54,-230.04,30.17
427.0395,-272.65,8.34,156.89,8.25,8.02,1.92,-288.69,8.94,-264.63,8.69
427.0595,-273.97,8.22,155.48,7.97,8.09,1.92,-290.16,8.77,-265.88,8.6
427.0795,-274.62,8.19,155.09,7.92,8.1,1.92,-290.82,8.73,-266.52,8.58
427.0995,-275.1,8.19,154.95,7.9,8.09,1.92,-291.28,8.72,-267.01,8.58
427.1195,-275.51,8.18,154.92,7.9,8.07,1.93,-291.65,8.72,-267.44,8.58
427.1395,-275.88,8.18,154.95,7.9,8.05,1.93,-291.98,8.71,-267.83,8.58
427.1595,-276.23,8.18,155.01,7.9,8.03,1.93,-292.29,8.71,-268.21,8.58
427.1795,-276.57,8.18,155.09,7.91,8,1.93,-292.57,8.71,-268.57,8.59
427.1995,-276.9,8.18,155.18,7.91,7.97,1.94,-292.85,8.71,-268.93,8.59
427.2195,-277.23,8.18,155.28,7.92,7.95,1.94,-293.12,8.71,-269.28,8.59
427.2395,-277.55,8.19,155.39,7.92,7.92,1.94,-293.39,8.71,-269.63,8.6
427.2595,-277.87,8.19,155.51,7.93,7.89,1.94,-293.65,8.71,-269.98,8.6
427.2795,-278.19,8.19,155.63,7.93,7.86,1.95,-293.91,8.71,-270.32,8.6
427.2995,-278.5,8.19,155.75,7.94,7.83,1.95,-294.17,8.71,-270.67,8.61
427.3195,-278.82,8.19,155.87,7.95,7.8,1.95,-294.42,8.71,-271.01,8.61
427.3395,-279.13,8.19,156,7.95,7.77,1.95,-294.68,8.71,-271.36,8.61
427.3595,-279.44,8.19,156.14,7.96,7.74,1.95,-294.93,8.71,-271.7,8.62
427.3795,-279.76,8.19,156.27,7.96,7.71,1.96,-295.18,8.71,-272.04,8.62
427.3995,-280.07,8.2,156.4,7.97,7.68,1.96,-295.43,8.71,-272.39,8.62
427.4195,-280.38,8.2,156.54,7.98,7.65,1.96,-295.68,8.71,-272.73,8.63
427.4395,-280.69,8.2,156.68,7.98,7.62,1.96,-295.93,8.71,-273.07,8.63
427.4595,-281.01,8.2,156.82,7.99,7.59,1.97,-296.18,8.71,-273.42,8.63
427.4795,-281.32,8.2,156.96,8,7.56,1.97,-296.43,8.71,-273.76,8.64
427.4995,-281.63,8.2,157.1,8,7.52,1.97,-296.68,8.71,-274.11,8.64
427.5195,-281.94,8.21,157.25,8.01,7.49,1.97,-296.93,8.71,-274.45,8.65
427.5395,-282.26,8.21,157.39,8.02,7.46,1.98,-297.17,8.71,-274.8,8.65
427.5595,-282.57,8.21,157.54,8.02,7.43,1.98,-297.42,8.71,-275.14,8.65
427.5795,-282.88,8.21,157.68,8.03,7.39,1.98,-297.67,8.71,-275.49,8.66
427.5995,-283.2,8.21,157.83,8.04,7.36,1.98,-297.92,8.71,-275.84,8.66
428.0995,-291.21,8.26,161.85,8.22,6.45,2.05,-304.11,8.72,-284.76,8.77
428.5995,-299.61,8.32,166.46,8.42,5.37,2.13,-310.35,8.73,-294.24,8.9
429.0995,-308.5,8.39,171.77,8.65,4.09,2.22,-316.68,8.75,-304.41,9.06
429.5995,-317.98,8.48,177.92,8.93,2.56,2.33,-323.11,8.76,-315.42,9.26
430.0995,-328.19,8.6,185.11,9.24,0.73,2.45,-329.64,8.78,-327.46,9.51
430.5995,-339.31,8.75,193.59,9.63,-1.51,2.6,-336.3,8.8,-340.82,9.82
431.0995,-351.59,8.95,203.74,10.09,-4.25,2.77,-343.09,8.82,-355.84,10.2
431.5995,-365.38,9.2,216.07,10.66,-7.68,2.99,-350.03,8.85,-373.06,10.71
432.0995,-381.2,9.55,231.37,11.38,-12.04,3.26,-357.12,8.88,-393.23,11.36
432.5995,-399.83,10.02,250.81,12.33,-17.72,3.61,-364.4,8.92,-417.55,12.25
433.0995,-422.56,10.7,276.32,13.61,-25.35,4.08,-371.87,8.96,-447.91,13.48
433.5995,-451.63,11.71,311.24,15.43,-36.03,4.73,-379.57,9,-487.66,15.25
434.0995,-491.28,13.31,361.96,18.16,-51.88,5.7,-387.52,9.05,-543.17,17.95
434.5995,-550.79,16.05,442.39,22.65,-77.52,7.26,-395.76,9.11,-628.31,22.42
435.0995,-654.92,21.43,589.67,31.15,-125.29,10.16,-404.33,9.18,-780.21,30.93
435.5995,-899.73,35.3,947.92,52.41,-243.21,17.32,-413.3,9.26,-1142.94,52.22
435.67,-964.96,39.12,1044.51,58.2,-275.18,19.27,-414.6,9.28,-1240.14,58.02
435.74,-1045.92,43.89,1164.69,65.42,-315.01,21.69,-415.91,9.29,-1360.93,65.25
435.81,-1150.04,50.07,1319.62,74.76,-366.41,24.81,-417.22,9.3,-1516.46,74.59
435.88,-1289.08,58.37,1526.91,87.27,-435.27,28.99,-418.54,9.32,-1724.34,87.11
435.95,-1484.35,70.09,1818.55,104.9,-532.24,34.88,-419.87,9.33,-2016.58,104.76
436.02,-1779.01,87.83,2259.28,131.59,-678.9,43.79,-421.21,9.34,-2457.9,131.46
436.09,-2275.52,117.84,3002.79,176.67,-926.48,58.83,-422.57,9.36,-3201.99,176.54
436.16,-3290.96,179.37,4524.7,269.02,-1433.51,89.62,-423.93,9.37,-4724.48,268.91
436.21,-5055.34,286.43,7170.36,429.65,-2315.21,143.17,-424.92,9.39,-7370.55,429.55
436.22,-5695.45,325.28,8130.34,487.94,-2635.17,162.61,-425.11,9.39,-8330.61,487.85
436.23,-6536.53,376.35,9391.79,564.55,-3055.61,188.14,-425.31,9.39,-9592.14,564.45
436.24,-7690.91,446.44,11123.18,669.7,-3632.7,223.2,-425.51,9.39,-11323.61,669.6
436.25,-9373.75,548.63,13647.26,822.99,-4474.02,274.29,-425.71,9.4,-13847.77,822.9
436.26,-12055.71,711.51,17670.02,1067.31,-5814.9,355.74,-425.9,9.4,-17870.61,1067.22
436.27,-17002.39,1011.93,25089.86,1517.96,-8288.14,505.96,-426.1,9.4,-25290.53,1517.87
436.28,-29179.04,1751.49,43354.66,2627.31,-14376.37,875.74,-426.3,9.4,-43555.41,2627.22
436.29,-107471.02,6506.73,160792.45,9760.18,-53522.26,3253.36,-426.5,9.4,-160993.28,9760.09
436.3,62129.89,3794.43,-93609.1,5691.56,31278.29,1897.21,-426.7,9.41,93408.18,5691.64
436.31,23842.88,1468.99,-36178.76,2203.39,12134.89,734.49,-426.9,9.41,35977.76,2203.47
436.32,14653,910.84,-22394.13,1366.16,7540.05,455.41,-427.1,9.41,22193.05,1366.24
436.33,10524.03,660.08,-16200.85,990.01,5475.66,330.02,-427.3,9.41,15999.69,990.08
436.34,8177.92,517.61,-12681.87,776.29,4302.71,258.78,-427.5,9.42,12480.64,776.36
436.35,6664.95,425.73,-10412.6,638.47,3546.33,212.84,-427.7,9.42,10211.28,638.54
436.36,5608.23,361.57,-8827.68,542.22,3018.06,180.76,-427.9,9.42,8626.29,542.29
436.37,4828.39,314.23,-7658.11,471.19,2628.25,157.08,-428.1,9.42,7456.64,471.26
436.38,4229.22,277.86,-6759.53,416.63,2328.76,138.89,-428.3,9.43,6557.98,416.69
436.39,3754.43,249.04,-6047.53,373.4,2091.47,124.48,-428.51,9.43,5845.9,373.46
436.4,3368.93,225.65,-5469.46,338.3,1898.82,112.77,-428.71,9.43,5267.75,338.36
436.47,1894.35,136.24,-3258.84,204.12,1162.24,68.04,-430.13,9.45,3056.59,204.17
436.54,1257.29,97.7,-2304.51,146.25,844.43,48.73,-431.56,9.47,2101.72,146.28
436.61,901.73,76.25,-1772.42,114.02,667.37,37.98,-433.01,9.49,1569.09,114.03
436.68,674.63,62.61,-1433.04,93.5,554.56,31.13,-434.48,9.5,1229.19,93.49
436.75,516.89,53.18,-1197.67,79.3,476.42,26.38,-435.96,9.52,993.31,79.28
436.82,400.81,46.28,-1024.81,68.9,419.13,22.9,-437.45,9.55,819.94,68.85
436.89,311.73,41.02,-892.44,60.96,375.35,20.24,-438.96,9.57,687.08,60.89
436.96,241.14,36.89,-787.8,54.71,340.82,18.14,-440.49,9.59,581.95,54.61
437.46,-20.71,22.07,-403.85,32.16,215.64,10.54,-451.98,9.77,194.93,31.87
437.96,-130.63,16.47,-247.52,23.55,167.05,7.58,-464.74,10.03,36.42,23
438.46,-194.43,13.68,-159.86,19.3,142.45,6.09,-479.32,10.39,-51.98,18.39
438.96,-238.87,12.11,-100.11,17.08,129.08,5.28,-497.02,10.95,-109.79,15.61
439.46,-274.13,11.21,-52.35,16.18,122.55,4.94,-519.23,11.92,-151.58,13.81
439.96,-306.53,10.79,-4.39,16.67,122.52,5.1,-551.57,13.78,-184.01,12.56
440.46,-343.54,11.09,62.7,20.03,133.02,6.29,-609.59,18.27,-210.52,11.66
440.96,-416.31,14.79,240.16,36.21,183.17,11.85,-782.65,35.45,-233.13,11
440.99,-424.99,15.46,263.84,38.66,190.59,12.68,-806.18,37.96,-234.4,10.97
441.02,-434.92,16.26,291.26,41.54,199.27,13.65,-833.47,40.89,-235.65,10.93
441.05,-446.44,17.23,323.43,44.95,209.55,14.8,-865.53,44.36,-236.89,10.9
441.08,-460.01,18.43,361.77,49.06,221.88,16.19,-903.76,48.52,-238.13,10.87
441.11,-476.3,19.93,408.28,54.1,236.94,17.88,-950.18,53.61,-239.36,10.84
441.14,-496.3,21.84,465.95,60.39,255.73,19.99,-1007.76,59.96,-240.57,10.81
441.17,-521.58,24.34,539.43,68.48,279.8,22.7,-1081.18,68.1,-241.78,10.78
441.2,-554.68,27.72,636.37,79.21,311.69,26.3,-1178.07,78.88,-242.99,10.75
441.23,-600.11,32.48,770.32,94.13,355.93,31.28,-1311.97,93.85,-244.18,10.72
441.26,-666.67,39.63,967.67,116.21,421.31,38.66,-1509.28,115.98,-245.37,10.69
441.29,-774.16,51.41,1287.8,152.16,527.61,50.66,-1829.39,151.98,-246.55,10.66
441.32,-978.27,74.09,1897.81,220.86,730.56,73.57,-2439.39,220.73,-247.72,10.63
441.35,-1519.74,134.88,3519.87,403.88,1270.86,134.6,-4061.45,403.79,-248.88,10.6
441.359,-1915.27,179.44,4705.78,537.77,1666.04,179.23,-5247.36,537.7,-249.23,10.59
441.362,-2112.64,201.7,5297.65,604.61,1863.3,201.51,-5839.23,604.54,-249.34,10.59
441.365,-2366.03,230.28,6057.57,690.43,2116.57,230.12,-6599.16,690.36,-249.46,10.59
441.368,-2703.24,268.34,7068.98,804.65,2453.66,268.2,-7610.57,804.59,-249.58,10.58
441.371,-3174.15,321.49,8481.48,964.18,2924.46,321.38,-9023.07,964.13,-249.69,10.58
441.374,-3877.97,400.96,10592.69,1202.64,3628.16,400.86,-11134.28,1202.59,-249.81,10.58
441.377,-5044.29,532.66,14091.45,1597.83,4794.37,532.59,-14633.04,1597.78,-249.92,10.58
441.38,-7352.31,793.33,21015.27,2379.9,7102.27,793.29,-21556.86,2379.86,-250.04,10.57
441.383,-14085.87,1553.9,41215.71,4661.66,13835.72,1553.87,-41757.3,4661.62,-250.15,10.57
441.386,-334004.85,37690.89,1000972.4,113072.69,333754.58,37690.89,-1001514,113072.66,-250.27,10.57
441.389,14663.06,1693.57,-45031.56,5080.6,-14913.45,1693.54,44489.96,5080.63,-250.38,10.57
441.392,7001.92,828.22,-22048.36,2484.51,-7252.42,828.18,21506.76,2484.54,-250.5,10.56
441.395,4522.41,548.18,-14610.07,1644.33,-4773.03,548.12,14068.47,1644.35,-250.61,10.56
441.398,3296.08,409.7,-10931.31,1228.81,-3546.81,409.61,10389.7,1228.82,-250.73,10.56
441.401,2564.5,327.1,-8736.79,980.94,-2815.34,326.98,8195.19,980.95,-250.84,10.55
441.404,2078.51,272.24,-7279.04,816.3,-2329.46,272.1,6737.43,816.31,-250.96,10.55
441.407,1732.2,233.16,-6240.35,698.99,-1983.27,233,5698.74,698.99,-251.07,10.55
441.41,1472.91,203.91,-5462.72,611.17,-1724.1,203.72,4921.11,611.17,-251.19,10.55
441.413,1271.5,181.19,-4858.72,542.97,-1522.8,180.99,4317.1,542.96,-251.3,10.54
441.416,1110.52,163.05,-4376.02,488.46,-1361.94,162.82,3834.4,488.45,-251.42,10.54
441.419,978.91,148.22,-3981.42,443.91,-1230.44,147.96,3439.8,443.89,-251.53,10.54
441.449,353.11,77.9,-2106.33,232.31,-605.78,77.41,1564.67,232.25,-252.67,10.51
441.479,130.99,53.17,-1442.3,157.5,-384.8,52.46,900.59,157.39,-253.81,10.49
441.509,16.87,40.64,-1102.26,119.28,-271.81,39.71,560.5,119.14,-254.94,10.46
441.539,-52.83,33.12,-895.48,96.12,-203.24,31.97,353.65,95.94,-256.06,10.44
441.569,-99.97,28.13,-756.37,80.59,-157.21,26.78,214.46,80.37,-257.18,10.41
441.599,-134.08,24.62,-656.33,69.48,-124.21,23.06,114.33,69.23,-258.29,10.39
441.629,-160,22.02,-580.89,61.14,-99.39,20.26,38.79,60.85,-259.39,10.36
441.659,-180.42,20.03,-521.93,54.67,-80.07,18.09,-20.28,54.34,-260.49,10.34
441.689,-196.98,18.47,-474.56,49.5,-64.6,16.35,-67.78,49.14,-261.59,10.32
441.719,-210.72,17.22,-435.64,45.28,-51.95,14.93,-106.82,44.89,-262.68,10.29
441.749,-222.34,16.2,-403.09,41.78,-41.41,13.74,-139.51,41.36,-263.76,10.27
441.779,-232.33,15.36,-375.44,38.83,-32.51,12.75,-167.31,38.38,-264.84,10.25
441.809,-241.03,14.66,-351.66,36.31,-24.88,11.89,-191.26,35.83,-265.91,10.23
442.309,-311.28,10.38,-179.63,19.33,28.09,6.01,-367.46,18.53,-283.19,9.91
442.809,-342.52,9.48,-125.97,15.05,42.83,4.41,-428.18,14.14,-299.69,9.67
443.309,-365.62,9.15,-100.34,13.35,49.52,3.72,-464.65,12.41,-316.11,9.48
443.809,-386.81,9.02,-87.89,12.59,53.43,3.35,-493.67,11.65,-333.37,9.37
444.309,-410.45,9.1,-87.36,12.43,56.45,3.13,-523.35,11.43,-354,9.39
444.809,-450.35,9.99,-116.04,13.76,60.53,3.01,-571.4,12.31,-389.83,10.06
444.849,-455.96,10.21,-122.12,14.11,61.08,3.01,-578.12,12.56,-394.88,10.23
444.889,-462.44,10.48,-129.51,14.55,61.71,3.01,-585.87,12.87,-400.72,10.45
444.929,-470.05,10.84,-138.63,15.12,62.46,3.01,-594.98,13.29,-407.59,10.74
444.969,-479.22,11.32,-150.1,15.89,63.37,3.02,-605.96,13.84,-415.86,11.13
445.009,-490.57,11.97,-164.85,16.92,64.49,3.04,-619.55,14.61,-426.09,11.67
445.049,-505.13,12.89,-184.43,18.38,65.93,3.07,-636.98,15.69,-439.2,12.43
445.089,-524.67,14.25,-211.51,20.51,67.86,3.12,-660.4,17.29,-456.81,13.58
445.129,-552.6,16.36,-251.18,23.79,70.64,3.22,-693.87,19.8,-481.96,15.38
